MatchID,TeamID,GroundTruth
play0000H,Huskies,3.0000000000000004
play0001O,Huskies,0
play0002H,Huskies,5.999999999999997
play0003O,Huskies,0
play0004O,Huskies,2.5000000000000004
play0005H,Huskies,6.999999999999996
play0006H,Huskies,3.0000000000000004
play0007O,Huskies,0
play0008O,Huskies,0
play0009H,Huskies,4.000000000000001
play0010H,Huskies,4.000000000000001
play0011H,Huskies,2.5000000000000004
play0012O,Huskies,1.0
play0013H,Huskies,6.4999999999999964
play0014H,Huskies,10.999999999999995
play0015O,Huskies,1.5000000000000002
play0016O,Huskies,0
play0017H,Huskies,2.0000000000000004
play0018H,Huskies,4.5
play0019O,Huskies,1.5000000000000002
play0020H,Huskies,2.5000000000000004
play0021O,Huskies,1.0
play0022H,Huskies,12.499999999999995
play0023H,Huskies,4.5
play0024O,Huskies,0
play0025H,Huskies,2.0000000000000004
play0026H,Huskies,2.0000000000000004
play0027H,Huskies,1.5
play0028O,Huskies,1.5000000000000002
play0029H,Huskies,5.499999999999998
play0030H,Huskies,3.5000000000000004
play0031H,Huskies,5.499999999999998
play0032O,Huskies,0
play0033O,Huskies,0.5
play0034H,Huskies,3.5000000000000004
play0035O,Huskies,0.5
play0036H,Huskies,2.5000000000000004
play0037H,Huskies,2.5000000000000004
play0038O,Huskies,0
play0039O,Huskies,2.0000000000000004
play0040O,Huskies,1.0
play0041O,Huskies,0
play0042O,Huskies,0.5
play0043O,Huskies,1.5000000000000002
play0044O,Huskies,0
play0045O,Huskies,1.0
play0046O,Huskies,0
play0047H,Huskies,4.5
play0048H,Huskies,2.0000000000000004
play0049H,Huskies,3.0000000000000004
play0050O,Huskies,1.0
play0051O,Huskies,1.0
play0052H,Huskies,3.0000000000000004
play0053O,Huskies,0
play0054O,Huskies,0
play0055O,Huskies,0
play0056O,Huskies,0
play0057H,Huskies,4.5
play0058O,Huskies,0
play0059O,Huskies,1.5000000000000002
play0060O,Huskies,1.0
play0061O,Huskies,1.5000000000000002
play0062O,Huskies,0
play0063O,Huskies,0.5
play0064O,Huskies,0
play0065H,Huskies,3.0000000000000004
play0066H,Huskies,6.4999999999999964
play0067H,Huskies,4.000000000000001
play0068H,Huskies,0
play0069O,Huskies,0
play0070O,Huskies,0
play0071O,Huskies,1.5000000000000002
play0072H,Huskies,2.0000000000000004
play0073H,Huskies,5.999999999999997
play0074H,Huskies,5.999999999999997
play0075O,Huskies,1.0
play0076H,Huskies,3.5000000000000004
play0077O,Huskies,2.5000000000000004
play0078O,Huskies,1.5000000000000002
play0079H,Huskies,2.5000000000000004
play0080H,Huskies,4.000000000000001
play0081H,Huskies,1.5000000000000002
play0082O,Huskies,0.5
play0083O,Huskies,1.0
play0084H,Huskies,7.999999999999994
play0085O,Huskies,0.5
play0086O,Huskies,0
play0087O,Huskies,0
play0088O,Huskies,1.0
play0089O,Huskies,2.0
play0090O,Huskies,1.5000000000000002
play0091O,Huskies,0
play0092O,Huskies,1.5000000000000002
play0093O,Huskies,1.0
play0094H,Huskies,3.0000000000000004
play0095O,Huskies,1.5000000000000002
play0096H,Huskies,3.0000000000000004
play0097H,Huskies,4.999999999999999
play0098H,Huskies,4.000000000000001
play0099H,Huskies,8.499999999999993
play0100O,Huskies,1.0
play0101O,Huskies,1.0
play0102O,Huskies,0.5
play0103O,Huskies,0.5
play0104O,Huskies,0.5
play0105H,Huskies,0
play0106H,Huskies,3.0000000000000004
play0107O,Huskies,0.5
play0108O,Huskies,0
play0109O,Huskies,1.5000000000000002
play0110O,Huskies,1.0
play0111H,Huskies,3.0000000000000004
play0112O,Huskies,3.0
play0113O,Huskies,1.5000000000000002
play0114H,Huskies,8.999999999999995
play0115O,Huskies,0.5
play0116H,Huskies,3.0000000000000004
play0117O,Huskies,0
play0118H,Huskies,2.5000000000000004
play0119H,Huskies,3.5000000000000004
play0120H,Huskies,1.5000000000000002
play0121H,Huskies,1.5000000000000002
play0122O,Huskies,1.0
play0123O,Huskies,1.5000000000000002
play0124H,Huskies,4.5
play0125O,Huskies,1.0
play0126O,Huskies,1.0
play0127H,Huskies,3.5000000000000004
play0128O,Huskies,1.0
play0129O,Huskies,1.0
play0130H,Huskies,2.5000000000000004
play0131O,Huskies,1.5000000000000002
play0132O,Huskies,1.0
play0133H,Huskies,5.500000000000001
play0134O,Huskies,1.5000000000000002
play0135O,Huskies,0
play0136H,Huskies,6.4999999999999964
play0137O,Huskies,0
play0138H,Huskies,4.000000000000001
play0139O,Huskies,0.5
play0140O,Huskies,0
play0141H,Huskies,1.5000000000000002
play0142O,Huskies,1.5000000000000002
play0143H,Huskies,4.000000000000001
play0144H,Huskies,3.5000000000000004
play0145O,Huskies,0
play0146O,Huskies,2.0000000000000004
play0147H,Huskies,2.5000000000000004
play0148O,Huskies,0
play0149O,Huskies,1.0
play0150O,Huskies,0
play0151O,Huskies,0
play0152H,Huskies,11.499999999999995
play0153H,Huskies,4.000000000000001
play0154H,Huskies,5.999999999999997
play0155H,Huskies,3.0000000000000004
play0156H,Huskies,5.0
play0157O,Huskies,1.5000000000000002
play0158H,Huskies,5.999999999999998
play0159H,Huskies,0.5
play0160O,Huskies,1.0
play0161H,Huskies,4.0
play0162O,Huskies,1.5000000000000002
play0163H,Huskies,2.5000000000000004
play0164O,Huskies,1.0
play0165O,Huskies,0.5
play0166H,Huskies,0
play0167O,Huskies,0.5
play0168H,Huskies,2.0000000000000004
play0169H,Huskies,2.0000000000000004
play0170O,Huskies,1.5000000000000002
play0171O,Huskies,0
play0172H,Huskies,4.000000000000001
play0173O,Huskies,0
play0174O,Huskies,0
play0175O,Huskies,0
play0176H,Huskies,7.999999999999995
play0177O,Huskies,0
play0178O,Huskies,1.5000000000000002
play0179O,Huskies,1.0
play0180H,Huskies,4.5
play0181O,Huskies,0
