MatchID,TeamID,GroundTruth
play0000O,Huskies,0
play0001H,Huskies,16.800000000000004
play0002H,Huskies,11.200000000000001
play0003H,Huskies,6.6
play0004O,Huskies,4.199999999999999
play0005H,Huskies,9.8
play0006H,Huskies,15.400000000000002
play0007H,Huskies,5.6
play0008H,Huskies,14.000000000000002
play0009O,Huskies,5.6
play0010H,Huskies,32.19999999999999
play0011H,Huskies,19.6
play0012O,Huskies,0.1
play0013H,Huskies,8.4
play0014H,Huskies,11.3
play0015H,Huskies,8.4
play0016O,Huskies,5.6
play0017O,Huskies,2.8
play0018O,Huskies,0
play0019O,Huskies,7.4
play0020H,Huskies,8.4
play0021H,Huskies,15.599999999999998
play0022O,Huskies,4.8
play0023O,Huskies,18.200000000000003
play0024O,Huskies,2.9
play0025O,Huskies,-1.0
play0026O,Huskies,2.9
play0027H,Huskies,4.199999999999999
play0028O,Huskies,5.699999999999999
play0029O,Huskies,9.9
play0030H,Huskies,4.299999999999999
play0031O,Huskies,0
play0032H,Huskies,8.4
play0033O,Huskies,1.5
play0034H,Huskies,8.4
play0035H,Huskies,16.800000000000004
play0036H,Huskies,7.0
play0037O,Huskies,11.000000000000002
play0038H,Huskies,14.000000000000002
play0039O,Huskies,5.6
play0040H,Huskies,14.000000000000002
play0041O,Huskies,4.199999999999999
play0042H,Huskies,7.0
play0043O,Huskies,9.9
play0044H,Huskies,7.0
play0045H,Huskies,11.200000000000001
play0046O,Huskies,1.4
play0047O,Huskies,2.8
play0048H,Huskies,23.799999999999997
play0049O,Huskies,0
play0050O,Huskies,3.1999999999999993
play0051O,Huskies,7.1
play0052O,Huskies,5.6
play0053O,Huskies,5.6
play0054H,Huskies,8.4
play0055O,Huskies,9.8
play0056H,Huskies,8.4
play0057H,Huskies,7.0
play0058O,Huskies,4.199999999999999
play0059H,Huskies,9.8
play0060H,Huskies,22.9
play0061O,Huskies,2.8
play0062O,Huskies,0.1
play0063O,Huskies,4.6
play0064O,Huskies,5.199999999999999
play0065O,Huskies,0
play0066O,Huskies,7.0
play0067H,Huskies,28.2
play0068H,Huskies,8.4
play0069O,Huskies,6.0
play0070H,Huskies,22.9
play0071H,Huskies,8.4
play0072O,Huskies,0
play0073H,Huskies,9.8
play0074O,Huskies,7.0
play0075O,Huskies,7.0
play0076H,Huskies,9.8
play0077O,Huskies,0
play0078O,Huskies,2.8
play0079H,Huskies,9.8
play0080O,Huskies,0.1
play0081O,Huskies,9.8
play0082O,Huskies,5.6
play0083H,Huskies,18.499999999999996
play0084O,Huskies,0
play0085H,Huskies,18.200000000000003
play0086O,Huskies,-2.0
play0087O,Huskies,1.4
play0088H,Huskies,11.200000000000001
play0089O,Huskies,5.6
play0090H,Huskies,9.8
play0091O,Huskies,0
play0092O,Huskies,1.5
play0093H,Huskies,29.49999999999999
play0094H,Huskies,13.100000000000001
play0095O,Huskies,5.6
play0096H,Huskies,15.900000000000004
play0097H,Huskies,10.3
play0098O,Huskies,4.199999999999999
play0099H,Huskies,7.0
play0100O,Huskies,2.8
play0101O,Huskies,0.39999999999999986
play0102H,Huskies,7.0
play0103O,Huskies,0
play0104O,Huskies,0
play0105H,Huskies,17.300000000000004
play0106O,Huskies,0
play0107O,Huskies,14.199999999999998
play0108O,Huskies,1.0
play0109H,Huskies,11.200000000000001
play0110O,Huskies,0.1
play0111O,Huskies,8.4
play0112O,Huskies,4.3999999999999995
play0113H,Huskies,5.6
play0114O,Huskies,0.1
play0115O,Huskies,0.1
play0116O,Huskies,7.0
play0117H,Huskies,13.100000000000001
play0118O,Huskies,2.8
play0119H,Huskies,7.0
play0120O,Huskies,7.0
play0121H,Huskies,23.799999999999997
play0122O,Huskies,5.6
play0123H,Huskies,7.0
play0124O,Huskies,0
play0125O,Huskies,2.9
play0126O,Huskies,4.199999999999999
play0127O,Huskies,0
play0128H,Huskies,7.0
play0129H,Huskies,11.200000000000001
play0130H,Huskies,23.799999999999997
play0131H,Huskies,27.999999999999993
play0132H,Huskies,9.8
play0133O,Huskies,0.30000000000000004
play0134H,Huskies,8.4
play0135O,Huskies,4.199999999999999
play0136H,Huskies,15.400000000000002
play0137H,Huskies,8.0
play0138O,Huskies,4.199999999999999
play0139H,Huskies,15.800000000000002
play0140H,Huskies,18.399999999999995
play0141O,Huskies,0.1
play0142H,Huskies,32.19999999999999
play0143O,Huskies,4.199999999999999
play0144H,Huskies,28.499999999999993
play0145O,Huskies,8.4
play0146H,Huskies,7.0
play0147H,Huskies,27.099999999999994
play0148O,Huskies,-1.0
play0149H,Huskies,17.800000000000004
play0150O,Huskies,-1.0
play0151O,Huskies,15.999999999999996
play0152H,Huskies,7.0
play0153O,Huskies,4.199999999999999
play0154H,Huskies,5.6
play0155H,Huskies,27.099999999999994
play0156O,Huskies,5.6
play0157H,Huskies,27.599999999999994
play0158H,Huskies,11.200000000000001
play0159H,Huskies,24.799999999999997
play0160H,Huskies,32.89999999999999
play0161O,Huskies,7.0
