MatchID,TeamID,GroundTruth
game01_1H,Huskies,249.49999999999838
game01_2H,Huskies,223.69999999999877
game02_1H,Huskies,143.6000000000001
game02_2H,Huskies,132.3000000000003
game03_1H,Huskies,222.99999999999872
game03_2H,Huskies,150.39999999999998
game04_1H,Huskies,191.59999999999934
game04_2H,Huskies,219.2999999999988
game05_1H,Huskies,226.29999999999876
game05_2H,Huskies,220.39999999999884
game06_1H,Huskies,228.6999999999987
game06_2H,Huskies,181.79999999999941
game07_1H,Huskies,246.5999999999984
game07_2H,Huskies,294.2999999999977
game08_1H,Huskies,245.19999999999848
game08_2H,Huskies,193.09999999999928
game09_1H,Huskies,118.50000000000031
game09_2H,Huskies,131.8000000000003
game10_1H,Huskies,223.29999999999873
game10_2H,Huskies,231.79999999999868
game11_1H,Huskies,171.49999999999966
game11_2H,Huskies,134.10000000000022
game12_1H,Huskies,130.60000000000028
game12_2H,Huskies,126.30000000000034
game13_1H,Huskies,139.3000000000002
game13_2H,Huskies,161.89999999999978
game14_1H,Huskies,224.99999999999878
game14_2H,Huskies,183.19999999999936
game15_1H,Huskies,162.39999999999978
game15_2H,Huskies,216.49999999999886
game16_1H,Huskies,79.20000000000019
game16_2H,Huskies,94.6000000000002
game17_1H,Huskies,229.99999999999866
game17_2H,Huskies,184.3999999999994
game18_1H,Huskies,228.1999999999987
game18_2H,Huskies,169.49999999999972
game19_1H,Huskies,156.39999999999986
game19_2H,Huskies,152.99999999999991
game20_1H,Huskies,195.19999999999922
game20_2H,Huskies,157.49999999999983
game21_1H,Huskies,250.89999999999836
game21_2H,Huskies,181.39999999999947
game22_1H,Huskies,208.89999999999907
game22_2H,Huskies,146.10000000000002
game23_1H,Huskies,169.69999999999968
game23_2H,Huskies,169.79999999999964
game24_1H,Huskies,234.2999999999986
game24_2H,Huskies,238.89999999999856
game25_1H,Huskies,182.5999999999994
game25_2H,Huskies,165.5999999999997
game26_1H,Huskies,150.5
game26_2H,Huskies,211.89999999999898
game27_1H,Huskies,233.29999999999862
game27_2H,Huskies,156.39999999999986
game28_1H,Huskies,200.79999999999916
game28_2H,Huskies,182.0999999999994
game29_1H,Huskies,155.99999999999991
game29_2H,Huskies,203.19999999999905
game30_1H,Huskies,244.69999999999848
game30_2H,Huskies,173.49999999999963
game31_1H,Huskies,215.29999999999887
game31_2H,Huskies,218.09999999999883
game32_1H,Huskies,62.90000000000014
game32_2H,Huskies,111.30000000000027
game33_1H,Huskies,157.3999999999999
game33_2H,Huskies,187.19999999999936
game34_1H,Huskies,207.399999999999
game34_2H,Huskies,181.3999999999994
game35_1H,Huskies,297.4999999999976
game35_2H,Huskies,155.6999999999999
game36_1H,Huskies,244.0999999999985
game36_2H,Huskies,175.3999999999996
game37_1H,Huskies,182.19999999999948
game37_2H,Huskies,247.5999999999984
game38_1H,Huskies,144.10000000000008
