MatchID,TeamID,GroundTruth
play0000O,Huskies,0
play0001H,Huskies,8.400000000000002
play0002H,Huskies,5.6000000000000005
play0003H,Huskies,2.8
play0004O,Huskies,2.0999999999999996
play0005H,Huskies,4.9
play0006H,Huskies,7.700000000000001
play0007H,Huskies,2.8
play0008H,Huskies,7.000000000000001
play0009O,Huskies,2.8
play0010H,Huskies,16.099999999999994
play0011H,Huskies,9.8
play0012O,Huskies,0.1
play0013H,Huskies,4.2
play0014H,Huskies,4.9
play0015H,Huskies,4.2
play0016O,Huskies,2.8
play0017O,Huskies,1.4
play0018O,Huskies,0
play0019O,Huskies,3.2
play0020H,Huskies,4.2
play0021H,Huskies,2.8
play0022O,Huskies,2.1999999999999997
play0023O,Huskies,9.100000000000001
play0024O,Huskies,1.5
play0025O,Huskies,-1.0
play0026O,Huskies,1.5
play0027H,Huskies,2.0999999999999996
play0028O,Huskies,2.9
play0029O,Huskies,5.0
play0030H,Huskies,2.1999999999999997
play0031O,Huskies,0
play0032H,Huskies,4.2
play0033O,Huskies,0.8
play0034H,Huskies,4.2
play0035H,Huskies,8.400000000000002
play0036H,Huskies,3.5
play0037O,Huskies,4.000000000000001
play0038H,Huskies,7.000000000000001
play0039O,Huskies,2.8
play0040H,Huskies,7.000000000000001
play0041O,Huskies,2.0999999999999996
play0042H,Huskies,3.5
play0043O,Huskies,5.0
play0044H,Huskies,3.5
play0045H,Huskies,5.6000000000000005
play0046O,Huskies,0.7
play0047O,Huskies,1.4
play0048H,Huskies,11.899999999999999
play0049O,Huskies,0
play0050O,Huskies,1.0999999999999996
play0051O,Huskies,3.6
play0052O,Huskies,2.8
play0053O,Huskies,2.8
play0054H,Huskies,4.2
play0055O,Huskies,4.9
play0056H,Huskies,4.2
play0057H,Huskies,3.5
play0058O,Huskies,2.0999999999999996
play0059H,Huskies,4.9
play0060H,Huskies,11.2
play0061O,Huskies,1.4
play0062O,Huskies,0.1
play0063O,Huskies,1.7999999999999998
play0064O,Huskies,2.0999999999999996
play0065O,Huskies,0
play0066O,Huskies,3.5
play0067H,Huskies,9.100000000000001
play0068H,Huskies,4.2
play0069O,Huskies,2.4999999999999996
play0070H,Huskies,11.2
play0071H,Huskies,4.2
play0072O,Huskies,0
play0073H,Huskies,4.9
play0074O,Huskies,3.5
play0075O,Huskies,3.5
play0076H,Huskies,4.9
play0077O,Huskies,0
play0078O,Huskies,1.4
play0079H,Huskies,4.9
play0080O,Huskies,0.1
play0081O,Huskies,4.9
play0082O,Huskies,2.8
play0083H,Huskies,3.5
play0084O,Huskies,0
play0085H,Huskies,9.100000000000001
play0086O,Huskies,-2.0
play0087O,Huskies,0.7
play0088H,Huskies,5.6000000000000005
play0089O,Huskies,2.8
play0090H,Huskies,4.9
play0091O,Huskies,0
play0092O,Huskies,0.8
play0093H,Huskies,13.999999999999996
play0094H,Huskies,6.300000000000001
