1,Huskies,Huskies_F2,,1H,564.346571,Others on the ball,Clearance,3.0,42.0,0.0,49.0
1,Huskies,Huskies_F2,,1H,603.683568,Others on the ball,Clearance,8.0,63.0,38.0,32.0
1,Opponent1,Opponent1_G1,,1H,701.248096,Others on the ball,Clearance,9.0,64.0,14.0,100.0
1,Opponent1,Opponent1_F3,,1H,1132.277791,Others on the ball,Clearance,25.0,72.0,44.0,13.0
1,Opponent1,Opponent1_D3,,1H,1485.473184,Others on the ball,Clearance,29.0,92.0,43.0,100.0
1,Huskies,Huskies_M3,,1H,2002.8061910000001,Others on the ball,Clearance,10.0,33.0,0.0,31.0
1,Huskies,Huskies_D3,,1H,2127.426715,Others on the ball,Clearance,31.0,13.0,74.0,0.0
1,Opponent1,Opponent1_D2,,1H,2232.640552,Others on the ball,Clearance,20.0,15.0,25.0,0.0
1,Huskies,Huskies_D2,,1H,2326.327407,Others on the ball,Clearance,12.0,41.0,21.0,0.0
1,Huskies,Huskies_F1,,1H,2552.30953,Others on the ball,Clearance,9.0,66.0,16.0,100.0
1,Huskies,Huskies_F1,,1H,2607.220023,Others on the ball,Clearance,7.0,56.0,22.0,60.0
1,Huskies,Huskies_D3,,1H,2663.775998,Others on the ball,Clearance,12.0,16.0,18.0,5.0
1,Opponent1,Opponent1_F3,,2H,386.5581729999999,Others on the ball,Clearance,9.0,64.0,33.0,36.0
1,Huskies,Huskies_D1,,2H,465.166968,Others on the ball,Clearance,3.0,40.0,10.0,0.0
1,Huskies,Huskies_D4,,2H,497.66554700000006,Others on the ball,Clearance,18.0,43.0,57.0,68.0
1,Opponent1,Opponent1_D3,,2H,509.17743199999995,Others on the ball,Clearance,9.0,30.0,15.0,0.0
1,Opponent1,Opponent1_F1,,2H,568.5518320000001,Others on the ball,Clearance,17.0,49.0,28.0,32.0
1,Huskies,Huskies_D4,,2H,937.7692900000002,Others on the ball,Clearance,57.0,14.0,84.0,12.0
1,Opponent1,Opponent1_D3,,2H,943.136117,Others on the ball,Clearance,16.0,88.0,23.0,88.0
1,Opponent1,Opponent1_D1,,2H,960.3816820000002,Others on the ball,Clearance,14.0,31.0,24.0,11.0
1,Opponent1,Opponent1_D3,,2H,1035.1046539999998,Others on the ball,Clearance,12.0,69.0,48.0,88.0
1,Opponent1,Opponent1_D4,,2H,1050.314988,Others on the ball,Clearance,14.0,46.0,40.0,50.0
1,Huskies,Huskies_D3,,2H,1174.7136490000003,Others on the ball,Clearance,5.0,9.0,36.0,20.0
1,Huskies,Huskies_D1,,2H,1300.0913140000002,Others on the ball,Clearance,13.0,87.0,25.0,100.0
1,Opponent1,Opponent1_D3,,2H,1350.2110789999997,Others on the ball,Clearance,9.0,65.0,24.0,54.0
1,Opponent1,Opponent1_D1,,2H,1457.3474610000003,Others on the ball,Clearance,17.0,25.0,10.0,10.0
1,Opponent1,Opponent1_D2,,2H,1468.7723660000001,Others on the ball,Clearance,6.0,30.0,5.0,0.0
1,Huskies,Huskies_D5,,2H,1933.29313,Others on the ball,Clearance,9.0,56.0,26.0,48.0
1,Opponent1,Opponent1_F4,,2H,2112.0197959999996,Others on the ball,Clearance,13.0,58.0,53.0,78.0
1,Opponent1,Opponent1_D1,,2H,2644.368396,Others on the ball,Clearance,61.0,63.0,72.0,100.0
1,Huskies,Huskies_D1,,2H,2682.669283,Others on the ball,Clearance,32.0,32.0,46.0,0.0
1,Huskies,Huskies_M1,,2H,2737.009921,Others on the ball,Clearance,26.0,83.0,58.0,100.0
1,Opponent1,Opponent1_D4,,2H,2830.6143009999996,Others on the ball,Clearance,8.0,35.0,12.0,7.0
2,Huskies,Huskies_D2,,1H,219.43233300000003,Others on the ball,Clearance,24.0,71.0,42.0,93.0
2,Huskies,Huskies_D2,,1H,643.148814,Others on the ball,Clearance,6.0,61.0,31.0,71.0
2,Huskies,Huskies_D2,,1H,686.1277,Others on the ball,Clearance,12.0,67.0,27.0,59.0
2,Opponent2,Opponent2_G1,,1H,808.435908,Others on the ball,Clearance,13.0,89.0,47.0,100.0
2,Huskies,Huskies_D4,,1H,873.926185,Others on the ball,Clearance,20.0,35.0,15.0,79.0
2,Huskies,Huskies_D6,,1H,877.578371,Others on the ball,Clearance,7.0,80.0,24.0,100.0
2,Huskies,Huskies_D3,,1H,1534.919775,Others on the ball,Clearance,3.0,48.0,0.0,46.0
2,Opponent2,Opponent2_D1,,1H,1725.560573,Others on the ball,Clearance,63.0,89.0,60.0,100.0
2,Huskies,Huskies_D4,,1H,1939.082869,Others on the ball,Clearance,7.0,34.0,18.0,0.0
2,Huskies,Huskies_M3,,1H,1990.485119,Others on the ball,Clearance,16.0,47.0,53.0,100.0
2,Huskies,Huskies_D1,,1H,2185.869843,Others on the ball,Clearance,11.0,67.0,30.0,87.0
2,Huskies,Huskies_D6,,1H,2357.351084,Others on the ball,Clearance,4.0,94.0,27.0,100.0
2,Opponent2,Opponent2_D4,,1H,2414.088504,Others on the ball,Clearance,29.0,20.0,53.0,0.0
2,Huskies,Huskies_D6,,2H,221.2671009999999,Others on the ball,Clearance,27.0,79.0,42.0,100.0
