1,Huskies,Huskies_D3,,1H,1093.799437,Others on the ball,Acceleration,29.0,12.0,71.0,8.0
1,Opponent1,Opponent1_M2,,1H,1694.376246,Others on the ball,Acceleration,62.0,67.0,75.0,31.0
1,Opponent1,Opponent1_F2,,1H,2086.786033,Others on the ball,Acceleration,62.0,12.0,81.0,22.0
1,Huskies,Huskies_D4,,1H,2292.220203,Others on the ball,Acceleration,27.0,37.0,54.0,48.0
1,Huskies,Huskies_D1,,1H,2697.875867,Others on the ball,Acceleration,31.0,81.0,47.0,82.0
1,Opponent1,Opponent1_M2,,2H,651.577573,Others on the ball,Acceleration,65.0,76.0,77.0,84.0
1,Opponent1,Opponent1_F5,,2H,2609.070358,Others on the ball,Acceleration,70.0,8.0,82.0,13.0
1,Opponent1,Opponent1_M2,,2H,2854.923401,Others on the ball,Acceleration,62.0,57.0,77.0,35.0
2,Huskies,Huskies_F1,,1H,105.53577899999999,Others on the ball,Acceleration,67.0,99.0,95.0,96.0
2,Opponent2,Opponent2_D4,,1H,1144.069339,Others on the ball,Acceleration,39.0,76.0,72.0,68.0
2,Opponent2,Opponent2_M2,,1H,1703.582401,Others on the ball,Acceleration,34.0,35.0,61.0,36.0
2,Opponent2,Opponent2_M4,,1H,1931.938838,Others on the ball,Acceleration,59.0,31.0,78.0,33.0
2,Huskies,Huskies_D6,,1H,2067.15886,Others on the ball,Acceleration,67.0,87.0,78.0,68.0
2,Opponent2,Opponent2_M2,,1H,2552.264976,Others on the ball,Acceleration,62.0,35.0,78.0,29.0
2,Huskies,Huskies_F1,,2H,437.21815000000015,Others on the ball,Acceleration,31.0,74.0,62.0,88.0
2,Huskies,Huskies_D4,,2H,1265.4387720000004,Others on the ball,Acceleration,43.0,4.0,63.0,6.0
2,Opponent2,Opponent2_M4,,2H,1437.3380200000001,Others on the ball,Acceleration,54.0,54.0,73.0,56.0
2,Opponent2,Opponent2_F3,,2H,2169.3948389999996,Others on the ball,Acceleration,76.0,83.0,89.0,76.0
2,Huskies,Huskies_F1,,2H,2791.784665,Others on the ball,Acceleration,53.0,54.0,68.0,50.0
3,Opponent3,Opponent3_M3,,1H,481.18328399999996,Others on the ball,Acceleration,23.0,21.0,54.0,3.0
3,Opponent3,Opponent3_M4,,1H,571.036381,Others on the ball,Acceleration,57.0,67.0,76.0,69.0
3,Opponent3,Opponent3_F2,,1H,660.197912,Others on the ball,Acceleration,53.0,22.0,68.0,17.0
3,Opponent3,Opponent3_F2,,1H,1379.460463,Others on the ball,Acceleration,44.0,35.0,56.0,55.0
3,Opponent3,Opponent3_M3,,1H,1702.674617,Others on the ball,Acceleration,55.0,37.0,70.0,29.0
3,Opponent3,Opponent3_M4,,1H,2317.957385,Others on the ball,Acceleration,56.0,62.0,76.0,80.0
3,Opponent3,Opponent3_M2,,1H,2491.131998,Others on the ball,Acceleration,42.0,88.0,59.0,87.0
3,Huskies,Huskies_F2,,2H,255.61180000000013,Others on the ball,Acceleration,55.0,37.0,76.0,51.0
3,Opponent3,Opponent3_D2,,2H,450.20323499999995,Others on the ball,Acceleration,33.0,40.0,56.0,65.0
3,Opponent3,Opponent3_M2,,2H,497.909412,Others on the ball,Acceleration,80.0,83.0,91.0,68.0
3,Opponent3,Opponent3_M4,,2H,626.9210130000001,Others on the ball,Acceleration,55.0,58.0,70.0,32.0
3,Opponent3,Opponent3_M2,,2H,897.111179,Others on the ball,Acceleration,71.0,75.0,87.0,71.0
3,Opponent3,Opponent3_D1,,2H,2011.6362669999999,Others on the ball,Acceleration,31.0,5.0,67.0,6.0
4,Huskies,Huskies_D5,,1H,1242.932684,Others on the ball,Acceleration,49.0,82.0,69.0,83.0
4,Opponent4,Opponent4_F1,,1H,1750.54662,Others on the ball,Acceleration,62.0,86.0,88.0,75.0
