1,Opponent1,Opponent1_G1,,1H,2716.210598,Save attempt,Reflexes,100.0,100.0,6.0,51.0
1,Opponent1,Opponent1_G1,,2H,1403.2230319999999,Save attempt,Reflexes,100.0,100.0,8.0,69.0
2,Huskies,Huskies_G1,,1H,334.114117,Save attempt,Reflexes,100.0,100.0,27.0,79.0
2,Opponent2,Opponent2_G1,,1H,2076.81758,Save attempt,Reflexes,0.0,0.0,10.0,42.0
2,Huskies,Huskies_G1,,1H,2561.041215,Save attempt,Reflexes,100.0,100.0,11.0,41.0
2,Huskies,Huskies_G1,,2H,1903.6342080000004,Save attempt,Reflexes,100.0,100.0,7.0,33.0
2,Huskies,Huskies_G1,,2H,2218.605294,Save attempt,Reflexes,100.0,100.0,10.0,57.0
3,Huskies,Huskies_G1,,1H,763.260877,Save attempt,Reflexes,100.0,100.0,16.0,66.0
3,Huskies,Huskies_G1,,1H,1584.993116,Save attempt,Reflexes,100.0,100.0,10.0,40.0
3,Huskies,Huskies_G1,,1H,2370.660315,Save attempt,Reflexes,100.0,100.0,6.0,45.0
4,Huskies,Huskies_G1,,1H,2477.680311,Save attempt,Reflexes,0.0,0.0,6.0,66.0
4,Huskies,Huskies_G1,,1H,2481.037769,Save attempt,Reflexes,0.0,0.0,0.0,0.0
4,Huskies,Huskies_G1,,2H,46.230081000000155,Save attempt,Reflexes,0.0,0.0,8.0,52.0
4,Huskies,Huskies_G1,,2H,432.68282899999986,Save attempt,Reflexes,0.0,0.0,8.0,44.0
4,Huskies,Huskies_G1,,2H,486.5571460000001,Save attempt,Reflexes,0.0,0.0,5.0,32.0
5,Huskies,Huskies_G1,,1H,2267.578527,Save attempt,Reflexes,100.0,100.0,12.0,58.0
5,Opponent5,Opponent5_G1,,2H,52.34872700000005,Save attempt,Reflexes,0.0,0.0,6.0,41.0
5,Opponent5,Opponent5_G1,,2H,957.475653,Save attempt,Reflexes,0.0,0.0,24.0,2.0
5,Huskies,Huskies_G1,,2H,2277.6559049999996,Save attempt,Reflexes,100.0,100.0,10.0,64.0
5,Huskies,Huskies_G1,,2H,2633.9929629999997,Save attempt,Reflexes,100.0,100.0,3.0,43.0
5,Huskies,Huskies_G1,,2H,2800.827389,Save attempt,Reflexes,100.0,100.0,11.0,51.0
6,Huskies,Huskies_G1,,2H,326.8240099999998,Save attempt,Reflexes,0.0,0.0,9.0,34.0
6,Opponent6,Opponent6_G1,,2H,1487.608956,Save attempt,Reflexes,100.0,100.0,8.0,44.0
6,Opponent6,Opponent6_G1,,2H,1879.4184500000001,Save attempt,Reflexes,100.0,100.0,10.0,39.0
6,Opponent6,Opponent6_G1,,2H,2162.284812,Save attempt,Reflexes,100.0,100.0,1.0,54.0
6,Opponent6,Opponent6_G1,,2H,2164.4295540000003,Save attempt,Reflexes,100.0,100.0,100.0,100.0
7,Opponent7,Opponent7_G1,,1H,314.97042,Save attempt,Reflexes,100.0,100.0,11.0,58.0
7,Huskies,Huskies_G1,,1H,1256.430497,Save attempt,Reflexes,0.0,0.0,12.0,53.0
7,Huskies,Huskies_G1,,1H,2215.510937,Save attempt,Reflexes,0.0,0.0,10.0,44.0
8,Opponent8,Opponent8_G1,,2H,438.7290969999999,Save attempt,Reflexes,0.0,0.0,12.0,28.0
8,Opponent8,Opponent8_G1,,2H,502.1196890000001,Save attempt,Reflexes,0.0,0.0,9.0,66.0
8,Opponent8,Opponent8_G1,,2H,1698.8430319999998,Save attempt,Reflexes,0.0,0.0,8.0,59.0
8,Huskies,Huskies_G1,,2H,2206.9024609999997,Save attempt,Reflexes,100.0,100.0,8.0,42.0
8,Huskies,Huskies_G1,,2H,2487.7458770000003,Save attempt,Reflexes,100.0,100.0,15.0,48.0
